"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","24.8","","","","1"
"1982","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","23.3","","","","1"
"1983","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.4","","","","1"
"1984","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","19.7","","","","1"
"1985","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","23.4","","","","1"
"1986","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","25.2","","","","1"
"1987","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","25.3","","","","1"
"1988","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.7","","","","1"
"1989","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","18.2","","","","1"
"1990","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.9","","","","1"
"1991","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.6","","","","1"
"1992","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","21.0","","","","1"
"1993","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.9","","","","1"
"1994","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","21.4","","","","1"
"1995","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","19.0","","","","1"
"1996","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","25.3","","","","1"
"1997","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","21.3","","","","1"
"1998","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","23.0","","","","1"
"1999","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","26.7","","","","1"
"2000","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","25.8","","","","1"
"2001","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","20.2","","","","1"
"2002","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","18.6","","","","1"
"2003","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","20.9","","","","1"
"2004","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.7","","","","1"
"2005","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","31.6","","","","1"
"2006","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","27.6","","","","1"
"2007","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","24.5","","","","1"
"2008","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","32.4","","","","1"
"2009","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","35.2","","","","1"
"2010","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","30.9","","","","1"
"2011","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","32.9","","","","1"
"2012","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","25.1","","","","1"
"2013","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","38.2","","","","1"
"2014","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","33.0","","","","1"
"2015","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","37.9","","","","1"
"2016","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","42.1","","","","1"
"2017","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","39.3","","","","1"
"2018","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","40.7","","r","","1"
"2019","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","42.8","","r","","1"
"2020","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","42.7","","r","","1"
"2021","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.0","","","","1"
"1908","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1909","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1910","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1911","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1912","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1913","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1914","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1915","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1916","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1917","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1918","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1919","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1920","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1921","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1922","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1923","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1924","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1925","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1926","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1927","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1928","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1929","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1930","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1931","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1932","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1933","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1934","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1935","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1936","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1937","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1938","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1939","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1940","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1941","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1942","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1943","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1944","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1945","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1946","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1947","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1948","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1949","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1950","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1951","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1952","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
"1953","Saskatchewan","2016A000247","Average yield (bushels per acre)","Corn for grain","Bushels per acre","43","units","0","v113450374","10.2.11","","..","","","1"
